selection_strategy,selection_rank,row_id,sample_name,label_numeric,primary_probability,record_category,target_region_group,paired_light_status,confidence_bin,developability_risk_bin,has_structure,cluster_id
highest_score,255,7091,CN111647077A-VHH7,1,0.8528692090967889,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,256,9399,Sb#15,1,0.852387019841649,known_neutralising,RBD,light_missing_or_single_chain,high,low,True,6
highest_score,257,10646,BD56-1475,1,0.8522623248542917,conflict_label,RBD,paired,high,low,False,
highest_score,258,7720,CV2.1169,1,0.852222038178898,conflict_label,RBD,paired,high,low,True,
highest_score,259,8972,PDI-230,1,0.8522179759588856,known_neutralising,RBD,paired,high,low,False,5
highest_score,260,2585,ADI-75799,1,0.8521242470955519,known_neutralising,RBD,paired,high,low,False,7
highest_score,261,1172,Liu_16-1C,1,0.8519828426923539,conflict_label,RBD,paired,high,low,False,
highest_score,262,9203,RBD1i1,1,0.8518651206989422,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,263,6408,C2485,1,0.8517489373993437,known_neutralising,RBD,paired,high,medium,False,7
highest_score,264,7084,CN111647077A-VHH24,1,0.8516851917273481,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,265,1575,AZ227,1,0.8516531085546077,known_neutralising,RBD,paired,high,low,False,1
highest_score,266,9153,R568-1B3,1,0.8516452637997342,known_neutralising,RBD,paired,high,medium,False,1
highest_score,267,2679,BD-612,1,0.8514561329633829,conflict_label,RBD,paired,high,low,False,
highest_score,268,9496,Sb76,1,0.8514030230002931,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,269,9867,WNb-11,1,0.8513806315840375,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,270,5824,C1384,1,0.8512800532269308,known_neutralising,RBD,paired,high,low,False,4
highest_score,271,7074,CN111647077A-VHH15,1,0.8510935780902421,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,272,9521,sdAb-4D8,1,0.8510387230134561,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,273,9400,Sb#16,1,0.8509955364859961,known_neutralising,RBD,light_missing_or_single_chain,high,medium,True,6
highest_score,274,2947,BD55-5245,1,0.8509625203908197,conflict_label,RBD,paired,high,low,False,
highest_score,275,6510,C2669,1,0.85090711329864,known_neutralising,RBD,paired,high,low,False,4
highest_score,276,5477,aRBD-42,1,0.850819342371492,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,277,2840,BD55-1451,1,0.8507551774349097,conflict_label,RBD,paired,high,low,False,
highest_score,278,5479,aRBD-54,1,0.8506957235700104,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,279,7405,COV2-2812,1,0.8506197675040279,known_neutralising,RBD,paired,high,low,False,7
highest_score,280,9119,R3P1-A12,1,0.8504121089847427,known_neutralising,RBD,paired,high,low,False,3
highest_score,281,9206,RBD3i17,1,0.850333587171368,known_neutralising,RBD,light_missing_or_single_chain,high,medium,False,6
highest_score,282,5528,C005,1,0.8502853542308972,known_neutralising,RBD,paired,high,low,False,5
highest_score,283,6763,C682,1,0.8500322587365694,known_neutralising,RBD,paired,high,low,False,3
highest_score,284,1385,002-S13A6,1,0.8500068075856577,known_neutralising,RBD,paired,high,low,False,4
highest_score,285,37,Sun_Nb1B5,1,0.8498781014586544,known_neutralising,RBD,light_missing_or_single_chain,high,low,True,6
highest_score,286,6736,C654,1,0.8496323087741445,known_neutralising,RBD,paired,high,medium,False,4
highest_score,287,7077,CN111647077A-VHH18,1,0.8496224823995624,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,288,6458,C2579,1,0.8495754062815003,known_neutralising,RBD,paired,high,low,False,4
highest_score,289,9881,WNb-29,1,0.8494497821098741,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,290,9604,SW-C11,1,0.8493495102600526,known_neutralising,RBD,paired,high,low,True,4
highest_score,291,9860,Windsor_C98C7,1,0.8489599179902358,known_neutralising,RBD,paired,high,low,True,4
highest_score,292,5689,C1207,1,0.848849722747954,known_neutralising,RBD,paired,high,low,False,4
highest_score,293,9493,Sb7,1,0.8487314257288866,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,294,7681,CS44,1,0.8485917965988347,known_neutralising,RBD,paired,high,low,True,3
highest_score,295,6525,C3011,1,0.8485125676721986,known_neutralising,RBD,paired,high,low,False,4
highest_score,296,680,ADI-62836,1,0.8485084508063484,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,297,5635,C1058,1,0.8485043630566474,known_neutralising,RBD,paired,high,low,False,1
highest_score,298,7635,CS127,1,0.8483633213251435,known_neutralising,RBD,paired,high,medium,False,2
highest_score,299,9687,Wang-C194,0,0.848303597226712,known_non_neutralising,RBD,paired,high,low,False,8
highest_score,300,9723,Wang-C387,1,0.8481570620527857,known_neutralising,RBD,paired,high,low,False,2
highest_score,301,7072,CN111647077A-VHH13,1,0.8480867886079481,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,302,6617,C517,1,0.8475644601906155,known_neutralising,RBD,paired,high,low,False,4
highest_score,303,9391,saRBD-1,1,0.847472573701487,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,304,10129,BD56-1352,1,0.8474058429518763,conflict_label,RBD,paired,high,low,False,
highest_score,305,7159,CoV11,1,0.8473895029918616,known_neutralising,RBD,paired,high,medium,True,4
highest_score,306,9475,Sb42,1,0.8473344256833882,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,307,9998,YU536-D04,1,0.8472077305846251,known_neutralising,RBD,paired,high,medium,False,4
highest_score,308,7411,COV2-2822,0,0.8471666851553766,known_non_neutralising,RBD,paired,high,low,False,4
highest_score,309,7069,CN111647077A-VHH10,1,0.8471234064259577,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,310,8810,P008_042,1,0.8469251575511717,known_neutralising,RBD,paired,high,low,False,1
highest_score,311,9288,S1-48,1,0.8467641364765884,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,312,9252,REGN11004,1,0.8466249881597494,known_neutralising,RBD,paired,high,low,False,7
highest_score,313,7144,CN113563463A-2FC,1,0.8465144403280107,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,314,3565,BD56-621,1,0.8463327346421746,conflict_label,RBD,paired,high,low,False,
highest_score,315,9478,Sb46,1,0.8462957659470307,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,316,9428,Sb#45,1,0.8462459901408677,known_neutralising,RBD,light_missing_or_single_chain,high,low,True,6
highest_score,317,2072,BD-515,1,0.8462221086460449,conflict_label,RBD,paired,high,low,True,
highest_score,318,1228,P5S-2B10,1,0.8460709225312462,conflict_label,RBD,paired,high,low,True,
highest_score,319,6578,C3110,1,0.8460526783922765,known_neutralising,RBD,paired,high,low,False,7
highest_score,320,8973,PDI-231,1,0.8460371654295628,known_neutralising,RBD,paired,high,low,True,7
highest_score,321,5397,Ab_56D7,1,0.8457442575302038,known_neutralising,RBD,paired,high,low,False,3
highest_score,322,2165,COV2-2113,1,0.8456328731071472,conflict_label,RBD,paired,high,low,False,
highest_score,323,8734,NIH-CoVnb-112,1,0.8454274385654408,known_neutralising,RBD,light_missing_or_single_chain,high,low,True,6
highest_score,324,8295,Hanke_G1,1,0.845346656143134,known_neutralising,RBD,light_missing_or_single_chain,high,medium,False,6
highest_score,325,10247,BD55-906,1,0.8453018071742693,conflict_label,RBD,paired,high,low,False,
highest_score,326,3372,BD56-229,1,0.8452614731133419,known_neutralising,RBD,paired,high,low,False,4
highest_score,327,10942,BD56-1834,1,0.8451824326777126,conflict_label,RBD,paired,high,low,False,
highest_score,328,6533,C3036,1,0.8451315352125328,known_neutralising,RBD,paired,high,low,False,4
highest_score,329,1342,R14,1,0.844762073003321,known_neutralising,RBD,light_missing_or_single_chain,high,medium,True,6
highest_score,330,7645,CS153,1,0.8447496534801894,known_neutralising,RBD,paired,high,medium,False,4
highest_score,331,7007,CC12.13,1,0.8447181334716665,known_neutralising,RBD,paired,high,low,False,7
highest_score,332,2039,C1A-F10,1,0.844690474640228,conflict_label,RBD,paired,high,low,True,
highest_score,333,7143,CN113563463A-1FC,1,0.8446398384302797,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,334,9464,Sb22,1,0.8444050521065991,known_neutralising,RBD,light_missing_or_single_chain,high,medium,False,6
highest_score,335,5682,C120,1,0.8443768511404832,known_neutralising,RBD,paired,high,low,False,7
highest_score,336,8835,P008_083,1,0.8441574660008547,known_neutralising,RBD,paired,high,low,False,7
highest_score,337,9124,R3P2-G1,1,0.8440034914466615,known_neutralising,RBD,paired,high,low,False,4
highest_score,338,5826,C1386,0,0.8439590406883031,known_non_neutralising,RBD,paired,high,low,False,4
highest_score,339,9519,sdAb-2F2,1,0.8438122341801697,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,340,1508,F6,1,0.8436417145243876,known_neutralising,RBD,light_missing_or_single_chain,high,low,True,6
highest_score,341,6482,C2625,1,0.8435509473284841,known_neutralising,RBD,paired,high,low,False,1
highest_score,342,10486,BD56-1260,1,0.8435164186838483,conflict_label,RBD,paired,high,low,False,
highest_score,343,6657,C565,1,0.8431539025236725,known_neutralising,RBD,paired,high,low,False,4
highest_score,344,6718,C637,1,0.84311324591764,known_neutralising,RBD,paired,high,low,False,3
highest_score,345,9518,sdAb-1E2,1,0.8430847984534751,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,346,5328,54042-11,1,0.8430764097622122,known_neutralising,other,paired,high,medium,False,7
highest_score,347,6506,C2662,1,0.8429726641678252,known_neutralising,RBD,paired,high,low,False,1
highest_score,348,5327,54042-10,1,0.8427689922347545,known_neutralising,other,paired,high,low,False,4
highest_score,349,11251,BD57-0378,1,0.8425738025053661,conflict_label,RBD,paired,high,low,False,
highest_score,350,9130,R40-1C8,1,0.8424780778187191,known_neutralising,RBD,paired,high,low,False,4
highest_score,351,1164,Liu_13-1C,1,0.8422305699267388,conflict_label,RBD,paired,high,medium,False,
highest_score,352,9977,XGv302,1,0.8421556002902816,known_neutralising,RBD,paired,high,low,False,1
highest_score,353,5727,C125,1,0.8420114688394282,known_neutralising,RBD,paired,high,low,False,2
highest_score,354,9166,R568-2G5,1,0.8417833513691937,known_neutralising,RBD,paired,high,low,False,4
highest_score,355,9089,R207-2A6,1,0.8416804802937102,known_neutralising,RBD,paired,high,low,False,4
highest_score,356,1340,Nb70,1,0.8415325168964497,known_neutralising,RBD,light_missing_or_single_chain,high,low,True,6
highest_score,357,7436,COV2-2961,1,0.8415139424381217,known_neutralising,RBD,paired,high,low,False,4
highest_score,358,2829,BD55-1404,1,0.8415120197257355,known_neutralising,RBD,paired,high,low,False,1
highest_score,359,9896,WNb-59,1,0.841296565225942,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,360,3422,BD56-418,1,0.8412929436760023,conflict_label,RBD,paired,high,low,False,
highest_score,361,1496,B2058,1,0.841268253856446,known_neutralising,RBD,paired,high,low,False,7
highest_score,362,9457,Sb12,1,0.841260062450272,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,363,10659,BD56-1516,1,0.8412039675894625,conflict_label,RBD,paired,high,low,False,
highest_score,364,9450,Sb#68,1,0.8411081169653692,known_neutralising,RBD,light_missing_or_single_chain,high,medium,True,6
highest_score,365,5642,C1065,1,0.8407375830667366,known_neutralising,RBD,paired,high,low,False,4
highest_score,366,7744,CV38-139,1,0.8406098517029074,known_neutralising,RBD,paired,high,low,False,3
highest_score,367,10914,BD56-1805,1,0.8406026628068202,conflict_label,RBD,paired,high,low,False,
highest_score,368,11523,BD55-6391,1,0.8405578802154702,conflict_label,RBD,paired,high,low,False,
highest_score,369,1743,AZ363,1,0.8405411376588389,known_neutralising,RBD,paired,high,low,False,4
highest_score,370,3184,BD57-009,1,0.8404963909216234,conflict_label,RBD,paired,high,low,False,
highest_score,371,9877,WNb-24,1,0.8404619293536322,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,372,9209,RBD6id,1,0.8403031055840396,known_neutralising,RBD,light_missing_or_single_chain,high,medium,False,6
highest_score,373,1180,Park_43-34,1,0.8402990389967392,known_neutralising,RBD,light_missing_or_single_chain,high,medium,False,6
highest_score,374,45,C4-225,1,0.8402916426224302,known_neutralising,RBD,light_missing_or_single_chain,high,low,True,6
highest_score,375,1331,GAR15,1,0.8401824223523453,known_neutralising,RBD,paired,high,low,False,7
highest_score,376,10262,BD57-001,1,0.8401816612250765,conflict_label,RBD,paired,high,low,False,
highest_score,377,1183,P5-2H11,1,0.8401756007703248,conflict_label,RBD,paired,high,low,False,
highest_score,378,6333,C2237,1,0.8400952932775657,known_neutralising,RBD,paired,high,low,False,3
highest_score,379,9084,R207-1C4,1,0.8399693930313459,conflict_label,RBD,paired,high,low,False,
highest_score,380,1662,AZ250,1,0.8398837470539783,known_neutralising,RBD,paired,high,low,False,1
highest_score,381,7936,eCC12.1.1,1,0.8397131231428477,known_neutralising,RBD,paired,high,low,False,7
highest_score,382,8304,HbnC3t1p1_C6,1,0.8396066854902633,known_neutralising,RBD,paired,high,low,True,7
highest_score,383,9609,TAU-2303,1,0.8395085990686897,known_neutralising,RBD,paired,high,low,True,7
highest_score,384,6976,CAB-A18,1,0.8394945457821416,known_neutralising,RBD,paired,high,low,False,1
highest_score,385,9871,WNb-17,1,0.8394487021035775,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,386,7622,CS102,1,0.839374104181571,known_neutralising,RBD,paired,high,low,False,3
highest_score,387,5858,C1425,1,0.8393245395860306,known_neutralising,RBD,paired,high,low,False,7
highest_score,388,9861,Windsor_G32A4,1,0.8392744797065286,known_neutralising,RBD,paired,high,low,True,2
highest_score,389,7079,CN111647077A-VHH2,1,0.8392273526028053,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,390,8827,P008_072,0,0.8392223003571536,known_non_neutralising,other,paired,high,low,False,4
highest_score,391,9597,STE73-6C8,1,0.839103436051893,known_neutralising,RBD,paired,high,low,False,8
highest_score,392,8891,P5A-3C8,1,0.8389248509799739,known_neutralising,RBD,paired,high,low,True,4
highest_score,393,5614,C1035,1,0.8388354891104874,known_neutralising,RBD,paired,high,low,False,4
highest_score,394,6978,CAB-B37,1,0.8388082952825828,known_neutralising,RBD,paired,high,low,False,1
highest_score,395,9228,REGN10938,1,0.8384781492888426,known_neutralising,RBD,paired,high,low,False,4
highest_score,396,10741,BD56-1617,1,0.83821320817182,known_neutralising,RBD,paired,high,low,False,4
highest_score,397,5400,Ab_56H3,1,0.838173399979372,known_neutralising,RBD,paired,high,medium,False,4
highest_score,398,7662,CS180,1,0.8380146819306891,known_neutralising,RBD,paired,high,low,False,7
highest_score,399,2685,BD-628,1,0.8379823544261262,conflict_label,RBD,paired,high,low,False,
highest_score,400,2580,ADI-75793,1,0.8379405085691688,known_neutralising,RBD,paired,high,low,False,7
highest_score,401,1441,Ab496,1,0.8377003003724195,conflict_label,RBD,paired,high,low,True,
highest_score,402,607,ADI-62113,1,0.8376827459969641,known_neutralising,RBD,light_missing_or_single_chain,high,medium,False,6
highest_score,403,5379,Ab_51D3,1,0.8374210076217479,known_neutralising,RBD,paired,high,low,False,4
highest_score,404,2158,COV2-3025,1,0.8373153788870558,conflict_label,RBD,paired,high,low,False,
highest_score,405,2706,BD-796,1,0.8372177526652852,conflict_label,RBD,paired,high,low,False,
highest_score,406,5480,aRBD-7,1,0.8371076151748275,known_neutralising,RBD,light_missing_or_single_chain,high,medium,True,6
highest_score,407,1261,10H7,1,0.8370670929713144,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,408,7664,CS182,1,0.837025426489639,known_neutralising,RBD,paired,high,low,False,4
highest_score,409,9899,WNb-62,1,0.8370177370297213,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,410,6331,C2235,1,0.8369874803073976,known_neutralising,RBD,paired,high,low,False,7
highest_score,411,9284,S1-39,1,0.8369732824174037,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,412,7147,CN113563463A-5FC,1,0.8367001097028451,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,413,6360,C2395,1,0.8366723839254268,known_neutralising,RBD,paired,high,low,False,3
highest_score,414,10516,BD56-1291,1,0.8365871593665011,known_neutralising,RBD,paired,high,low,False,1
highest_score,415,5811,C1366,1,0.8364592671381004,known_neutralising,RBD,paired,high,low,False,3
highest_score,416,9490,Sb62,1,0.8362755293715901,known_neutralising,RBD,light_missing_or_single_chain,high,medium,False,6
highest_score,417,3540,BD56-584,1,0.8362287385670654,conflict_label,RBD,paired,high,medium,False,
highest_score,418,10569,BD56-1354,1,0.8361200639199377,conflict_label,RBD,paired,high,low,False,
highest_score,419,1169,Liu_14-2G,1,0.836089032712994,conflict_label,RBD,paired,high,low,False,
highest_score,420,8090,Fu2,1,0.8357896593284695,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,421,10633,BD56-1461,1,0.8357382637068201,known_neutralising,RBD,paired,high,low,False,4
highest_score,422,6428,C2526,1,0.835712555845085,known_neutralising,RBD,paired,high,low,False,4
highest_score,423,6849,C864,1,0.8356770860245845,known_neutralising,RBD,paired,high,medium,False,4
highest_score,424,2520,ADI-75725,1,0.8355841208304347,known_neutralising,RBD,paired,high,low,False,8
highest_score,425,8294,Hanke_F12,1,0.8355587519311828,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,426,3730,XGv-212,1,0.8354987756930797,known_neutralising,RBD,paired,high,low,False,4
highest_score,427,2736,BD-913,1,0.8353033460445775,conflict_label,RBD,paired,high,low,False,
highest_score,428,8892,P5C3,1,0.8352572851540092,conflict_label,RBD,paired,high,medium,True,
highest_score,429,1822,XK01,1,0.8351061579214534,known_neutralising,RBD,paired,high,low,False,8
highest_score,430,6411,C2496,1,0.8350902788550708,known_neutralising,RBD,paired,high,low,False,1
highest_score,431,9898,WNb-61,1,0.8350847557353747,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,432,6992,Casasnovas-1.16,0,0.8350568842922433,known_non_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,433,1559,AZ218,1,0.8349747208791648,known_neutralising,RBD,paired,high,low,False,1
highest_score,434,1665,AZ253,1,0.834937639413056,known_neutralising,RBD,paired,high,medium,False,4
highest_score,435,1337,aSA3,1,0.8349295848254809,known_neutralising,RBD,light_missing_or_single_chain,high,low,True,6
highest_score,436,8342,KC3.ep3,1,0.8348933352892345,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,437,10419,BD56-973,1,0.8347287040622897,conflict_label,RBD,paired,high,low,False,
highest_score,438,9260,S-Nb91,1,0.8344092371866272,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,439,6993,Casasnovas-1.26,1,0.8342872245131134,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,440,9875,WNb-22,1,0.8341985499255389,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,441,2004,COV2-2196,1,0.834096290587854,conflict_label,RBD,paired,high,low,True,
highest_score,442,9398,Sb#14,1,0.8339932518051653,known_neutralising,RBD,light_missing_or_single_chain,high,medium,True,6
highest_score,443,9882,WNb-3,1,0.8339609816454386,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,444,63,Liu_9A8,1,0.8339069531038213,known_neutralising,RBD,paired,high,low,True,4
highest_score,445,9204,RBD1i3,1,0.8338909343698688,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,446,9318,S1-RBD-21,1,0.8338436874285041,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,447,9241,REGN10971,1,0.8337908237991019,known_neutralising,RBD,paired,high,low,False,4
highest_score,448,9476,Sb43,1,0.8337238016885525,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,449,2536,ADI-75743,1,0.8336905936943784,known_neutralising,RBD,paired,high,medium,False,7
highest_score,450,5355,A23-58-1,1,0.8336823750307433,conflict_label,RBD,paired,high,medium,True,
highest_score,451,1432,1-2C7,1,0.8336321123910735,known_neutralising,RBD,light_missing_or_single_chain,high,low,True,6
highest_score,452,9005,PDI-306,1,0.8334331991434324,known_neutralising,RBD,paired,high,medium,False,8
highest_score,453,8296,Hanke_G2,0,0.8332668199392388,known_non_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,454,9238,REGN10966,1,0.8331804601718458,known_neutralising,RBD,paired,high,low,False,4
highest_score,455,10215,BD55-1723,1,0.8331188673512268,conflict_label,RBD,paired,high,low,False,
highest_score,456,5766,C1302,1,0.8330964630999973,known_neutralising,RBD,paired,high,medium,False,4
highest_score,457,7073,CN111647077A-VHH14,1,0.8330827367730285,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,458,7146,CN113563463A-4FC,1,0.8330442377996914,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,459,9191,RBD_NB1A7,1,0.8330271771065356,known_neutralising,RBD,light_missing_or_single_chain,high,low,True,6
highest_score,460,9009,PDI-310,1,0.8329301439941438,known_neutralising,RBD,paired,high,medium,False,7
highest_score,461,2056,S2X259,1,0.8328866764347349,conflict_label,RBD,paired,high,low,True,
highest_score,462,5886,C1457,1,0.8327483169617554,known_neutralising,RBD,paired,high,low,False,8
highest_score,463,6839,C854,1,0.8324824988776985,known_neutralising,RBD,paired,high,low,False,7
highest_score,464,1749,AZ369,1,0.8323357087396213,known_neutralising,RBD,paired,high,low,False,4
highest_score,465,3786,13G9,1,0.8322582782497981,known_neutralising,RBD,paired,high,low,True,4
highest_score,466,8574,MnC2t1p1_A3,1,0.8322546002046213,known_neutralising,RBD,paired,high,low,False,3
highest_score,467,5688,C1206,1,0.832120933543037,known_neutralising,RBD,paired,high,low,False,3
highest_score,468,8341,KC3,1,0.8320255316212135,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,469,1792,AZ418,1,0.8318877312945034,known_neutralising,RBD,paired,high,medium,False,7
highest_score,470,7123,CN112062838A-sdAb,1,0.8318759880218475,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,471,10968,BD56-1863,1,0.8318535886215166,conflict_label,RBD,paired,high,low,False,
highest_score,472,3658,BD56-832,1,0.8317703327400742,conflict_label,RBD,paired,high,low,False,
highest_score,473,2106,Ehling_mAb-64,1,0.8317282778124119,conflict_label,RBD,paired,high,low,False,
highest_score,474,5876,C1445,1,0.8316949737589844,known_neutralising,RBD,paired,high,low,False,4
highest_score,475,9886,WNb-33,1,0.8316925593246338,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,476,7087,CN111647077A-VHH27,1,0.8316296912306896,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,477,1477,C3057,1,0.8315928334326813,known_neutralising,RBD,paired,high,low,False,4
highest_score,478,7059,Chen_SR38,1,0.8314569460352282,conflict_label,RBD,light_missing_or_single_chain,high,medium,False,
highest_score,479,7080,CN111647077A-VHH20,1,0.8313156287522043,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,480,7070,CN111647077A-VHH11,1,0.8310503457598859,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,481,11253,BD57-0386,1,0.8309919299605263,conflict_label,RBD,paired,high,low,False,
highest_score,482,8849,P008_103,1,0.8308311462196385,known_neutralising,RBD,paired,high,low,False,7
highest_score,483,9271,S1-23,1,0.8307976433962392,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,484,6484,C2628,1,0.8307294096174767,known_neutralising,RBD,paired,high,low,False,3
highest_score,485,3702,XGv-013,1,0.8305405003500692,conflict_label,RBD,paired,high,low,False,
highest_score,486,36,Sun_Nb1C6,1,0.830397863527813,known_neutralising,RBD,light_missing_or_single_chain,high,medium,True,6
highest_score,487,2455,ADI-75652,1,0.8303769286599206,known_neutralising,RBD,paired,high,medium,False,8
highest_score,488,1189,P10S-1D8,1,0.8303304038363518,conflict_label,RBD,paired,high,medium,False,
highest_score,489,9456,Sb100,1,0.8302988217965988,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,490,988,ADI-63227,1,0.8302030139912805,known_neutralising,RBD,light_missing_or_single_chain,high,low,False,6
highest_score,491,3569,BD56-625,1,0.8301972694976514,known_neutralising,RBD,paired,high,low,False,4
highest_score,492,3550,BD56-597,1,0.8301485762439258,known_neutralising,RBD,paired,high,low,False,1
highest_score,493,9254,REGN11008,1,0.8301007787167938,known_neutralising,RBD,paired,high,low,False,7
highest_score,494,8993,PDI-290,1,0.8300727925700073,known_neutralising,RBD,paired,high,low,False,7
highest_score,495,2155,CV07-287,1,0.8297193513296643,conflict_label,RBD,paired,high,low,True,
highest_score,496,5803,C1344,1,0.8296977034399002,known_neutralising,RBD,paired,high,low,False,7
highest_score,497,6237,C2066,1,0.8295680409554543,known_neutralising,RBD,paired,high,low,False,2
highest_score,498,8877,P22A-1D1,1,0.8294808540019845,known_neutralising,RBD,paired,high,low,True,5
highest_score,499,2838,BD55-1442,1,0.8292828750312164,conflict_label,RBD,paired,high,low,False,
highest_score,500,3132,BD55-6105,1,0.8290051295218791,conflict_label,RBD,paired,high,low,False,
